PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,cross1
124,1,2,female,32.5,0,0,27267,13.0,S,26.0
125,0,1,male,54.0,0,1,35281,77.2875,S,231.86249999999998
126,1,3,male,12.0,1,0,2651,11.2417,C,11.2417
127,0,3,male,28.0,0,0,370372,7.75,Q,7.75
128,1,3,male,24.0,0,0,C 17369,7.1417,S,7.1417
129,1,3,female,28.0,1,1,2668,22.3583,C,22.3583
130,0,3,male,45.0,0,0,347061,6.975,S,6.975
131,0,3,male,33.0,0,0,349241,7.8958,C,7.8958
132,0,3,male,20.0,0,0,SOTON/O.Q. 3101307,7.05,S,7.05
133,0,3,female,47.0,1,0,A/5. 3337,14.5,S,14.5
134,1,2,female,29.0,1,0,228414,26.0,S,52.0
135,0,2,male,25.0,0,0,C.A. 29178,13.0,S,26.0
136,0,2,male,23.0,0,0,SC/PARIS 2133,15.0458,C,30.0916
137,1,1,female,19.0,0,2,11752,26.2833,S,78.8499
138,0,1,male,37.0,1,0,113803,53.1,S,159.3
139,0,3,male,16.0,0,0,7534,9.2167,S,9.2167
140,0,1,male,24.0,0,0,PC 17593,79.2,C,237.60000000000002
141,0,3,female,28.0,0,2,2678,15.2458,C,15.2458
142,1,3,female,22.0,0,0,347081,7.75,S,7.75
143,1,3,female,24.0,1,0,STON/O2. 3101279,15.85,S,15.85
144,0,3,male,19.0,0,0,365222,6.75,Q,6.75
145,0,2,male,18.0,0,0,231945,11.5,S,23.0
146,0,2,male,19.0,1,1,C.A. 33112,36.75,S,73.5
147,1,3,male,27.0,0,0,350043,7.7958,S,7.7958
148,0,3,female,9.0,2,2,W./C. 6608,34.375,S,34.375
149,0,2,male,36.5,0,2,230080,26.0,S,52.0
150,0,2,male,42.0,0,0,244310,13.0,S,26.0
151,0,2,male,51.0,0,0,S.O.P. 1166,12.525,S,25.05
152,1,1,female,22.0,1,0,113776,66.6,S,199.79999999999998
153,0,3,male,55.5,0,0,A.5. 11206,8.05,S,8.05
154,0,3,male,40.5,0,2,A/5. 851,14.5,S,14.5
155,0,3,male,28.0,0,0,Fa 265302,7.3125,S,7.3125
156,0,1,male,51.0,0,1,PC 17597,61.3792,C,184.1376
157,1,3,female,16.0,0,0,35851,7.7333,Q,7.7333
158,0,3,male,30.0,0,0,SOTON/OQ 392090,8.05,S,8.05
159,0,3,male,28.0,0,0,315037,8.6625,S,8.6625
160,0,3,male,28.0,8,2,CA. 2343,69.55,S,69.55
161,0,3,male,44.0,0,1,371362,16.1,S,16.1
162,1,2,female,40.0,0,0,C.A. 33595,15.75,S,31.5
163,0,3,male,26.0,0,0,347068,7.775,S,7.775
164,0,3,male,17.0,0,0,315093,8.6625,S,8.6625
165,0,3,male,1.0,4,1,3101295,39.6875,S,39.6875
166,1,3,male,9.0,0,2,363291,20.525,S,20.525
167,1,1,female,28.0,0,1,113505,55.0,S,165.0
168,0,3,female,45.0,1,4,347088,27.9,S,27.9
169,0,1,male,28.0,0,0,PC 17318,25.925,S,77.775
170,0,3,male,28.0,0,0,1601,56.4958,S,56.4958
171,0,1,male,61.0,0,0,111240,33.5,S,100.5
172,0,3,male,4.0,4,1,382652,29.125,Q,29.125
173,1,3,female,1.0,1,1,347742,11.1333,S,11.1333
174,0,3,male,21.0,0,0,STON/O 2. 3101280,7.925,S,7.925
175,0,1,male,56.0,0,0,17764,30.6958,C,92.0874
176,0,3,male,18.0,1,1,350404,7.8542,S,7.8542
177,0,3,male,28.0,3,1,4133,25.4667,S,25.4667
178,0,1,female,50.0,0,0,PC 17595,28.7125,C,86.13749999999999
179,0,2,male,30.0,0,0,250653,13.0,S,26.0
180,0,3,male,36.0,0,0,LINE,0.0,S,0.0
181,0,3,female,28.0,8,2,CA. 2343,69.55,S,69.55
182,0,2,male,28.0,0,0,SC/PARIS 2131,15.05,C,30.1
183,0,3,male,9.0,4,2,347077,31.3875,S,31.3875
184,1,2,male,1.0,2,1,230136,39.0,S,78.0
185,1,3,female,4.0,0,2,315153,22.025,S,22.025
186,0,1,male,28.0,0,0,113767,50.0,S,150.0
187,1,3,female,28.0,1,0,370365,15.5,Q,15.5
188,1,1,male,45.0,0,0,111428,26.55,S,79.65
189,0,3,male,40.0,1,1,364849,15.5,Q,15.5
190,0,3,male,36.0,0,0,349247,7.8958,S,7.8958
191,1,2,female,32.0,0,0,234604,13.0,S,26.0
192,0,2,male,19.0,0,0,28424,13.0,S,26.0
193,1,3,female,19.0,1,0,350046,7.8542,S,7.8542
194,1,2,male,3.0,1,1,230080,26.0,S,52.0
195,1,1,female,44.0,0,0,PC 17610,27.7208,C,83.1624
196,1,1,female,58.0,0,0,PC 17569,146.5208,C,439.5624
197,0,3,male,28.0,0,0,368703,7.75,Q,7.75
198,0,3,male,42.0,0,1,4579,8.4042,S,8.4042
199,1,3,female,28.0,0,0,370370,7.75,Q,7.75
200,0,2,female,24.0,0,0,248747,13.0,S,26.0
201,0,3,male,28.0,0,0,345770,9.5,S,9.5
202,0,3,male,28.0,8,2,CA. 2343,69.55,S,69.55
203,0,3,male,34.0,0,0,3101264,6.4958,S,6.4958
204,0,3,male,45.5,0,0,2628,7.225,C,7.225
205,1,3,male,18.0,0,0,A/5 3540,8.05,S,8.05
206,0,3,female,2.0,0,1,347054,10.4625,S,10.4625
207,0,3,male,32.0,1,0,3101278,15.85,S,15.85
208,1,3,male,26.0,0,0,2699,18.7875,C,18.7875
209,1,3,female,16.0,0,0,367231,7.75,Q,7.75
210,1,1,male,40.0,0,0,112277,31.0,C,93.0
211,0,3,male,24.0,0,0,SOTON/O.Q. 3101311,7.05,S,7.05
212,1,2,female,35.0,0,0,F.C.C. 13528,21.0,S,42.0
213,0,3,male,22.0,0,0,A/5 21174,7.25,S,7.25
214,0,2,male,30.0,0,0,250646,13.0,S,26.0
215,0,3,male,28.0,1,0,367229,7.75,Q,7.75
216,1,1,female,31.0,1,0,35273,113.275,C,339.82500000000005
217,1,3,female,27.0,0,0,STON/O2. 3101283,7.925,S,7.925
218,0,2,male,42.0,1,0,243847,27.0,S,54.0
219,1,1,female,32.0,0,0,11813,76.2917,C,228.87510000000003
220,0,2,male,30.0,0,0,W/C 14208,10.5,S,21.0
221,1,3,male,16.0,0,0,SOTON/OQ 392089,8.05,S,8.05
222,0,2,male,27.0,0,0,220367,13.0,S,26.0
223,0,3,male,51.0,0,0,21440,8.05,S,8.05
224,0,3,male,28.0,0,0,349234,7.8958,S,7.8958
225,1,1,male,38.0,1,0,19943,90.0,S,270.0
226,0,3,male,22.0,0,0,PP 4348,9.35,S,9.35
227,1,2,male,19.0,0,0,SW/PP 751,10.5,S,21.0
228,0,3,male,20.5,0,0,A/5 21173,7.25,S,7.25
229,0,2,male,18.0,0,0,236171,13.0,S,26.0
230,0,3,female,28.0,3,1,4133,25.4667,S,25.4667
231,1,1,female,35.0,1,0,36973,83.475,S,250.42499999999998
232,0,3,male,29.0,0,0,347067,7.775,S,7.775
233,0,2,male,59.0,0,0,237442,13.5,S,27.0
234,1,3,female,5.0,4,2,347077,31.3875,S,31.3875
235,0,2,male,24.0,0,0,C.A. 29566,10.5,S,21.0
236,0,3,female,28.0,0,0,W./C. 6609,7.55,S,7.55
237,0,2,male,44.0,1,0,26707,26.0,S,52.0
238,1,2,female,8.0,0,2,C.A. 31921,26.25,S,52.5
239,0,2,male,19.0,0,0,28665,10.5,S,21.0
240,0,2,male,33.0,0,0,SCO/W 1585,12.275,S,24.55
241,0,3,female,28.0,1,0,2665,14.4542,C,14.4542
242,1,3,female,28.0,1,0,367230,15.5,Q,15.5
243,0,2,male,29.0,0,0,W./C. 14263,10.5,S,21.0
244,0,3,male,22.0,0,0,STON/O 2. 3101275,7.125,S,7.125
245,0,3,male,30.0,0,0,2694,7.225,C,7.225
246,0,1,male,44.0,2,0,19928,90.0,Q,270.0
247,0,3,female,25.0,0,0,347071,7.775,S,7.775
248,1,2,female,24.0,0,2,250649,14.5,S,29.0
249,1,1,male,37.0,1,1,11751,52.5542,S,157.6626
250,0,2,male,54.0,1,0,244252,26.0,S,52.0
251,0,3,male,28.0,0,0,362316,7.25,S,7.25
252,0,3,female,29.0,1,1,347054,10.4625,S,10.4625
253,0,1,male,62.0,0,0,113514,26.55,S,79.65
254,0,3,male,30.0,1,0,A/5. 3336,16.1,S,16.1
255,0,3,female,41.0,0,2,370129,20.2125,S,20.2125
256,1,3,female,29.0,0,2,2650,15.2458,C,15.2458
257,1,1,female,28.0,0,0,PC 17585,79.2,C,237.60000000000002
258,1,1,female,30.0,0,0,110152,86.5,S,259.5
259,1,1,female,35.0,0,0,PC 17755,512.3292,C,1536.9876
260,1,2,female,50.0,0,1,230433,26.0,S,52.0
261,0,3,male,28.0,0,0,384461,7.75,Q,7.75
262,1,3,male,3.0,4,2,347077,31.3875,S,31.3875
263,0,1,male,52.0,1,1,110413,79.65,S,238.95000000000002
264,0,1,male,40.0,0,0,112059,0.0,S,0.0
265,0,3,female,28.0,0,0,382649,7.75,Q,7.75
266,0,2,male,36.0,0,0,C.A. 17248,10.5,S,21.0
267,0,3,male,16.0,4,1,3101295,39.6875,S,39.6875
268,1,3,male,25.0,1,0,347083,7.775,S,7.775
269,1,1,female,58.0,0,1,PC 17582,153.4625,S,460.38750000000005
270,1,1,female,35.0,0,0,PC 17760,135.6333,S,406.8999
271,0,1,male,28.0,0,0,113798,31.0,S,93.0
272,1,3,male,25.0,0,0,LINE,0.0,S,0.0
273,1,2,female,41.0,0,1,250644,19.5,S,39.0
274,0,1,male,37.0,0,1,PC 17596,29.7,C,89.1
275,1,3,female,28.0,0,0,370375,7.75,Q,7.75
276,1,1,female,63.0,1,0,13502,77.9583,S,233.87489999999997
277,0,3,female,45.0,0,0,347073,7.75,S,7.75
278,0,2,male,28.0,0,0,239853,0.0,S,0.0
279,0,3,male,7.0,4,1,382652,29.125,Q,29.125
280,1,3,female,35.0,1,1,C.A. 2673,20.25,S,20.25
281,0,3,male,65.0,0,0,336439,7.75,Q,7.75
282,0,3,male,28.0,0,0,347464,7.8542,S,7.8542
283,0,3,male,16.0,0,0,345778,9.5,S,9.5
284,1,3,male,19.0,0,0,A/5. 10482,8.05,S,8.05
285,0,1,male,28.0,0,0,113056,26.0,S,78.0
286,0,3,male,33.0,0,0,349239,8.6625,C,8.6625
287,1,3,male,30.0,0,0,345774,9.5,S,9.5
288,0,3,male,22.0,0,0,349206,7.8958,S,7.8958
289,1,2,male,42.0,0,0,237798,13.0,S,26.0
290,1,3,female,22.0,0,0,370373,7.75,Q,7.75
291,1,1,female,26.0,0,0,19877,78.85,S,236.54999999999998
292,1,1,female,19.0,1,0,11967,91.0792,C,273.2376
293,0,2,male,36.0,0,0,SC/Paris 2163,12.875,C,25.75
294,0,3,female,24.0,0,0,349236,8.85,S,8.85
295,0,3,male,24.0,0,0,349233,7.8958,S,7.8958
296,0,1,male,28.0,0,0,PC 17612,27.7208,C,83.1624
297,0,3,male,23.5,0,0,2693,7.2292,C,7.2292
298,0,1,female,2.0,1,2,113781,151.55,S,454.65000000000003
299,1,1,male,28.0,0,0,19988,30.5,S,91.5
300,1,1,female,50.0,0,1,PC 17558,247.5208,C,742.5624
301,1,3,female,28.0,0,0,9234,7.75,Q,7.75
302,1,3,male,28.0,2,0,367226,23.25,Q,23.25
303,0,3,male,19.0,0,0,LINE,0.0,S,0.0
304,1,2,female,28.0,0,0,226593,12.35,Q,24.7
305,0,3,male,28.0,0,0,A/5 2466,8.05,S,8.05
306,1,1,male,0.92,1,2,113781,151.55,S,454.65000000000003
307,1,1,female,28.0,0,0,17421,110.8833,C,332.6499
308,1,1,female,17.0,1,0,PC 17758,108.9,C,326.70000000000005
309,0,2,male,30.0,1,0,P/PP 3381,24.0,C,48.0
310,1,1,female,30.0,0,0,PC 17485,56.9292,C,170.7876
311,1,1,female,24.0,0,0,11767,83.1583,C,249.4749
312,1,1,female,18.0,2,2,PC 17608,262.375,C,787.125
313,0,2,female,26.0,1,1,250651,26.0,S,52.0
314,0,3,male,28.0,0,0,349243,7.8958,S,7.8958
315,0,2,male,43.0,1,1,F.C.C. 13529,26.25,S,52.5
316,1,3,female,26.0,0,0,347470,7.8542,S,7.8542
317,1,2,female,24.0,1,0,244367,26.0,S,52.0
318,0,2,male,54.0,0,0,29011,14.0,S,28.0
319,1,1,female,31.0,0,2,36928,164.8667,S,494.6001
320,1,1,female,40.0,1,1,16966,134.5,C,403.5
321,0,3,male,22.0,0,0,A/5 21172,7.25,S,7.25
322,0,3,male,27.0,0,0,349219,7.8958,S,7.8958
323,1,2,female,30.0,0,0,234818,12.35,Q,24.7
324,1,2,female,22.0,1,1,248738,29.0,S,58.0
325,0,3,male,28.0,8,2,CA. 2343,69.55,S,69.55
326,1,1,female,36.0,0,0,PC 17760,135.6333,C,406.8999
327,0,3,male,61.0,0,0,345364,6.2375,S,6.2375
328,1,2,female,36.0,0,0,28551,13.0,S,26.0
329,1,3,female,31.0,1,1,363291,20.525,S,20.525
330,1,1,female,16.0,0,1,111361,57.9792,C,173.9376
331,1,3,female,28.0,2,0,367226,23.25,Q,23.25
332,0,1,male,45.5,0,0,113043,28.5,S,85.5
333,0,1,male,38.0,0,1,PC 17582,153.4625,S,460.38750000000005
334,0,3,male,16.0,2,0,345764,18.0,S,18.0
335,1,1,female,28.0,1,0,PC 17611,133.65,S,400.95000000000005
336,0,3,male,28.0,0,0,349225,7.8958,S,7.8958
337,0,1,male,29.0,1,0,113776,66.6,S,199.79999999999998
338,1,1,female,41.0,0,0,16966,134.5,C,403.5
339,1,3,male,45.0,0,0,7598,8.05,S,8.05
340,0,1,male,45.0,0,0,113784,35.5,S,106.5
341,1,2,male,2.0,1,1,230080,26.0,S,52.0
342,1,1,female,24.0,3,2,19950,263.0,S,789.0
343,0,2,male,28.0,0,0,248740,13.0,S,26.0
344,0,2,male,25.0,0,0,244361,13.0,S,26.0
345,0,2,male,36.0,0,0,229236,13.0,S,26.0
346,1,2,female,24.0,0,0,248733,13.0,S,26.0
347,1,2,female,40.0,0,0,31418,13.0,S,26.0
348,1,3,female,28.0,1,0,386525,16.1,S,16.1
349,1,3,male,3.0,1,1,C.A. 37671,15.9,S,15.9
350,0,3,male,42.0,0,0,315088,8.6625,S,8.6625
351,0,3,male,23.0,0,0,7267,9.225,S,9.225
352,0,1,male,28.0,0,0,113510,35.0,S,105.0
353,0,3,male,15.0,1,1,2695,7.2292,C,7.2292
354,0,3,male,25.0,1,0,349237,17.8,S,17.8
355,0,3,male,28.0,0,0,2647,7.225,C,7.225
356,0,3,male,28.0,0,0,345783,9.5,S,9.5
357,1,1,female,22.0,0,1,113505,55.0,S,165.0
358,0,2,female,38.0,0,0,237671,13.0,S,26.0
359,1,3,female,28.0,0,0,330931,7.8792,Q,7.8792
360,1,3,female,28.0,0,0,330980,7.8792,Q,7.8792
361,0,3,male,40.0,1,4,347088,27.9,S,27.9
362,0,2,male,29.0,1,0,SC/PARIS 2167,27.7208,C,55.4416
363,0,3,female,45.0,0,1,2691,14.4542,C,14.4542
364,0,3,male,35.0,0,0,SOTON/O.Q. 3101310,7.05,S,7.05
365,0,3,male,28.0,1,0,370365,15.5,Q,15.5
366,0,3,male,30.0,0,0,C 7076,7.25,S,7.25
367,1,1,female,60.0,1,0,110813,75.25,C,225.75
368,1,3,female,28.0,0,0,2626,7.2292,C,7.2292
369,1,3,female,28.0,0,0,14313,7.75,Q,7.75
370,1,1,female,24.0,0,0,PC 17477,69.3,C,207.89999999999998
371,1,1,male,25.0,1,0,11765,55.4417,C,166.3251
372,0,3,male,18.0,1,0,3101267,6.4958,S,6.4958
373,0,3,male,19.0,0,0,323951,8.05,S,8.05
374,0,1,male,22.0,0,0,PC 17760,135.6333,C,406.8999
375,0,3,female,3.0,3,1,349909,21.075,S,21.075
376,1,1,female,28.0,1,0,PC 17604,82.1708,C,246.5124
377,1,3,female,22.0,0,0,C 7077,7.25,S,7.25
378,0,1,male,27.0,0,2,113503,211.5,C,634.5
379,0,3,male,20.0,0,0,2648,4.0125,C,4.0125
380,0,3,male,19.0,0,0,347069,7.775,S,7.775
381,1,1,female,42.0,0,0,PC 17757,227.525,C,682.575
382,1,3,female,1.0,0,2,2653,15.7417,C,15.7417
383,0,3,male,32.0,0,0,STON/O 2. 3101293,7.925,S,7.925
384,1,1,female,35.0,1,0,113789,52.0,S,156.0
385,0,3,male,28.0,0,0,349227,7.8958,S,7.8958
386,0,2,male,18.0,0,0,S.O.C. 14879,73.5,S,147.0
387,0,3,male,1.0,5,2,CA 2144,46.9,S,46.9
388,1,2,female,36.0,0,0,27849,13.0,S,26.0
389,0,3,male,28.0,0,0,367655,7.7292,Q,7.7292
390,1,2,female,17.0,0,0,SC 1748,12.0,C,24.0
391,1,1,male,36.0,1,2,113760,120.0,S,360.0
392,1,3,male,21.0,0,0,350034,7.7958,S,7.7958
393,0,3,male,28.0,2,0,3101277,7.925,S,7.925
394,1,1,female,23.0,1,0,35273,113.275,C,339.82500000000005
395,1,3,female,24.0,0,2,PP 9549,16.7,S,16.7
396,0,3,male,22.0,0,0,350052,7.7958,S,7.7958
397,0,3,female,31.0,0,0,350407,7.8542,S,7.8542
398,0,2,male,46.0,0,0,28403,26.0,S,52.0
399,0,2,male,23.0,0,0,244278,10.5,S,21.0
400,1,2,female,28.0,0,0,240929,12.65,S,25.3
401,1,3,male,39.0,0,0,STON/O 2. 3101289,7.925,S,7.925
402,0,3,male,26.0,0,0,341826,8.05,S,8.05
403,0,3,female,21.0,1,0,4137,9.825,S,9.825
404,0,3,male,28.0,1,0,STON/O2. 3101279,15.85,S,15.85
405,0,3,female,20.0,0,0,315096,8.6625,S,8.6625
406,0,2,male,34.0,1,0,28664,21.0,S,42.0
407,0,3,male,51.0,0,0,347064,7.75,S,7.75
408,1,2,male,3.0,1,1,29106,18.75,S,37.5
409,0,3,male,21.0,0,0,312992,7.775,S,7.775
410,0,3,female,28.0,3,1,4133,25.4667,S,25.4667
411,0,3,male,28.0,0,0,349222,7.8958,S,7.8958
412,0,3,male,28.0,0,0,394140,6.8583,Q,6.8583
413,1,1,female,33.0,1,0,19928,90.0,Q,270.0
414,0,2,male,28.0,0,0,239853,0.0,S,0.0
415,1,3,male,44.0,0,0,STON/O 2. 3101269,7.925,S,7.925
416,0,3,female,28.0,0,0,343095,8.05,S,8.05
417,1,2,female,34.0,1,1,28220,32.5,S,65.0
418,1,2,female,18.0,0,2,250652,13.0,S,26.0
419,0,2,male,30.0,0,0,28228,13.0,S,26.0
420,0,3,female,10.0,0,2,345773,24.15,S,24.15
421,0,3,male,28.0,0,0,349254,7.8958,C,7.8958
422,0,3,male,21.0,0,0,A/5. 13032,7.7333,Q,7.7333
423,0,3,male,29.0,0,0,315082,7.875,S,7.875
424,0,3,female,28.0,1,1,347080,14.4,S,14.4
425,0,3,male,18.0,1,1,370129,20.2125,S,20.2125
426,0,3,male,28.0,0,0,A/4. 34244,7.25,S,7.25
427,1,2,female,28.0,1,0,2003,26.0,S,52.0
428,1,2,female,19.0,0,0,250655,26.0,S,52.0
429,0,3,male,28.0,0,0,364851,7.75,Q,7.75
430,1,3,male,32.0,0,0,SOTON/O.Q. 392078,8.05,S,8.05
431,1,1,male,28.0,0,0,110564,26.55,S,79.65
432,1,3,female,28.0,1,0,376564,16.1,S,16.1
433,1,2,female,42.0,1,0,SC/AH 3085,26.0,S,52.0
434,0,3,male,17.0,0,0,STON/O 2. 3101274,7.125,S,7.125
435,0,1,male,50.0,1,0,13507,55.9,S,167.7
436,1,1,female,14.0,1,2,113760,120.0,S,360.0
437,0,3,female,21.0,2,2,W./C. 6608,34.375,S,34.375
438,1,2,female,24.0,2,3,29106,18.75,S,37.5
439,0,1,male,64.0,1,4,19950,263.0,S,789.0
440,0,2,male,31.0,0,0,C.A. 18723,10.5,S,21.0
441,1,2,female,45.0,1,1,F.C.C. 13529,26.25,S,52.5
442,0,3,male,20.0,0,0,345769,9.5,S,9.5
443,0,3,male,25.0,1,0,347076,7.775,S,7.775
