PassengerId,Survived
1066,0.26937982924139015
1067,0.5701983654487424
1068,0.5629120903923577
1069,0.37310208433698244
1070,0.5675098265331809
1071,0.5653648948110939
1072,0.30988650783313865
1073,0.3857200090761467
1074,0.5665721439277411
1075,0.28775693119877627
1076,0.548174476059055
1077,0.29211216162509257
1078,0.5242626566539716
1079,0.27228867054669875
1080,0.32144970146993573
1081,0.30520712538792955
1082,0.2794771110785006
1083,0.38892819657431155
1084,0.3945828741802128
1085,0.3031679987797542
1086,0.4398406514086542
1087,0.28684268825743725
1088,0.42138670583813637
1089,0.41504958016826354
1090,0.27738261467565706
1091,0.40813413814498567
1092,0.4777871260739941
1093,0.42556932357259303
1094,0.3761208251573252
1095,0.5524964297105914
1096,0.2823729531380419
1097,0.3951317203839025
1098,0.4690686790357621
1099,0.27939962808461355
1100,0.553439777664466
1101,0.28891416115912993
1102,0.30396244746471396
1103,0.28094669893210933
1104,0.30872117423499285
1105,0.5486988280081855
1106,0.3701896471755742
1107,0.33486448642663297
1108,0.4670438058117082
1109,0.3718908542409142
1110,0.5538526036339138
1111,0.2883822534130896
1112,0.5329150039711085
1113,0.28338699822239316
1114,0.5309021147433243
1115,0.28137844621306674
1116,0.5450596934217145
1117,0.41784015938777286
1118,0.2839238226967451
1119,0.4690686790357621
1120,0.2874056873493715
1121,0.3019106960016204
1122,0.30872117423499285
1123,0.5474592969989523
1124,0.2783185790090572
1125,0.28935873784023264
1126,0.3881407955785621
1127,0.28137844621306674
1128,0.37310208433698244
1129,0.307823269834365
1130,0.5288192900096885
1131,0.568162415808857
1132,0.5450596934217145
1133,0.5646778993875047
1134,0.37370003865490975
1135,0.28637370140376317
1136,0.27587381979346093
1137,0.36491177126159746
1138,0.5356642828012259
1139,0.2898139116895062
1140,0.5493198111213496
1141,0.4168353704082114
1142,0.5530810731185012
1143,0.28338699822239316
1144,0.3895358896791398
1145,0.28170431922407224
1146,0.29428566390597544
1147,0.28094669893210933
1148,0.28775693119877627
1149,0.2883822534130896
1150,0.5416920402075057
1151,0.2818765156523804
1152,0.2739482558867226
1153,0.28137844621306674
1154,0.53642589665562
1155,0.4365059708808433
1156,0.33342199497194086
1157,0.28637370140376317
1158,0.32534896594351703
1159,0.28094669893210933
1160,0.40813413814498567
1161,0.2771419293314374
1162,0.34738081185307956
1163,0.28775693119877627
1164,0.5536905692345889
1165,0.42426956012170935
1166,0.30518240630088983
1167,0.5477065104449972
1168,0.28650220679585453
1169,0.2794771110785006
1170,0.29491122543971326
1171,0.27738261467565706
1172,0.4104485256957009
1173,0.42556932357259303
1174,0.4690686790357621
1175,0.4249553557633048
1176,0.3943162567132163
1177,0.2732235205710409
1178,0.28094669893210933
1179,0.37780587446223546
1180,0.30518240630088983
1181,0.2883822534130896
1182,0.3289211023553512
1183,0.4690686790357621
1184,0.30518240630088983
1185,0.3712928999229869
1186,0.29428566390597544
1187,0.2902878057908829
1188,0.5663776305552576
1189,0.32811698775353837
1190,0.3289211023553512
1191,0.3026392618285247
1192,0.30245816815261445
1193,0.315289036019673
1194,0.2738272662526354
1195,0.28170431922407224
1196,0.4690686790357621
1197,0.5509172799127814
1198,0.3799073423034062
1199,0.41716922185203115
1200,0.3718908542409142
1201,0.3763536543283642
1202,0.2771419293314374
1203,0.307823269834365
1204,0.28094669893210933
1205,0.4690686790357621
1206,0.5573364030566242
1207,0.4699422368339201
1208,0.37370003865490975
1209,0.278193099286209
1210,0.2902878057908829
1211,0.29110386245556563
1212,0.2893527783191557
1213,0.307823269834365
1214,0.29286409169016053
1215,0.4185193706896486
1216,0.5592993335643978
1217,0.2839444253013603
1218,0.5697343034107755
1219,0.34738081185307956
1220,0.2925546528850921
1221,0.2829552673441105
1222,0.5646778993875047
1223,0.42289257487701626
1224,0.30518240630088983
1225,0.4157251032399393
1226,0.2902878057908829
1227,0.3894793306970274
1228,0.3127396754596256
1229,0.2973764476861881
1230,0.3215409893443459
1231,0.30518240630088983
1232,0.278193099286209
1233,0.2913766666967495
1234,0.28590353779072586
1235,0.555256585676435
1236,0.27743990105578564
1237,0.41504958016826354
1238,0.29286409169016053
1239,0.4659256846858395
1240,0.2819787898536341
1241,0.5433053408838582
1242,0.567245579174619
1243,0.2823729531380419
1244,0.30220839061056665
1245,0.3039700081158391
1246,0.3943162567132163
1247,0.37898205058291584
1248,0.5675644614909295
1249,0.28637370140376317
1250,0.28775693119877627
1251,0.3763536543283642
1252,0.2863060273465707
1253,0.5571937623800697
1254,0.5433053408838582
1255,0.29040661477171775
1256,0.5605443865214614
1257,0.32441361427414767
1258,0.32118048424994966
1259,0.38928003751760115
1260,0.567245579174619
1261,0.33342199497194086
1262,0.27340009047830965
1263,0.5592993335643978
1264,0.3203198015244821
1265,0.2995572805620644
1266,0.5658415971320978
1267,0.5573364030566242
1268,0.3639192050243431
1269,0.278193099286209
1270,0.32521221821845026
1271,0.4160354713845167
1272,0.28775693119877627
1273,0.29095845467663717
1274,0.42742155959620115
1275,0.3887346791813515
1276,0.291264374853756
1277,0.5569408377991045
1278,0.2864389055450153
1279,0.2995572805620644
1280,0.2858225426801189
1281,0.4160354713845167
1282,0.36352745573328094
1283,0.567245579174619
1284,0.3945828741802128
1285,0.2990013222066287
1286,0.2820015331738267
1287,0.5665721439277411
1288,0.28721838381355413
1289,0.5658415971320978
1290,0.2844218921360588
1291,0.2936077693374019
1292,0.5592993335643978
1293,0.2794771110785006
1294,0.5602255042051509
1295,0.3354338859797774
1296,0.39651616195632317
1297,0.3199679561148241
1298,0.2725896058677577
1299,0.37370003865490975
1300,0.4690686790357621
1301,0.4365059708808433
1302,0.4690686790357621
1303,0.5701253463166305
1304,0.4152174959136206
1305,0.2883822534130896
1306,0.5718862813805092
1307,0.2732235205710409
1308,0.2883822534130896
1309,0.32811698775353837
